review_count,useful_user,funny_user,cool_user,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos,stars,useful_review,funny_review,cool_review,text,friend_count,elite_count,yelp_since_YRMO,yelp_since_year
13,8,2,1,0,3.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"We came to eat last night with a pretty large party (9 people).  Being in a large party in a busy restaurant, you expect things to take a bit longer than normal. We were fine with that, given that this place came highly recommended.

We were seated within about 30 minutes, which was not bad given how busy they are. After sitting there for about 25 minutes, we had yet to be approached by a waiter. We let the hostess know and she sent a waiter over to us. He said that he would bring us all waters and be right back. 

Around this time, another large party was seated at the table next to us. They appeared to have 7 people, which was confirmed when the waiter brought our waters to their table and mysteriously ended up with 2 extra glasses... A minute or two after that, a different waiter showed up and apologized, saying there was a mixup with the table assignments.

We figured that it'd be a good idea to go ahead and order while we actually had somebody's attention and placed our appetizer, food and drink orders and asked for waters. That waiter was never seen or heard from again, though... 20 more waterless minutes passed (45 minutes in total by this point) and we were tired of waiting..  To add insult to injury, though, the other large table that I mentioned had their drinks and appetizers delivered just then.

One person from our party approached the manager to complain and was basically just told, ""we're busy"". Yes, restaurants get busy and food may take a while, but 45 minutes and not even water? Needless to say, we just left and enjoyed a very good meal at Coop's Place a few blocks down.

It's not often that I feel compelled to leave a review, but this is definitely one of those occasions. It's funny how many reviews over the past year or two echo the exact same problems we experienced last night. You would expect management to take corrective actions, but I suppose they don't care as long as butts are still being put in seats.",22,1,201308,2013
6,1,0,1,0,3.67,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,This was one of THE worst customer service experiences I've had at a salon. I had a shellac manicure done on 6/17 by the morning of 6/19 it was chipping. I called to have them repaired but they could not accommodate be until the next day(fair enough). I then get a call 20 mins later saying they chad to cancel my appointment because the lady scheduled to do my nails had a family emergency and had to go out of town so I had to wait 3 days for the repair.  So I showed up for my appointment and asked for them to all be repolished and was told I would have to pay$25 as I was coming in only to get a couple of nails fixed. I didn't think this was too much to ask as: 1. The product did not perform as promised; 2. You couldn't accommodate me the day of complaint; 3. You rescheduled my repair for 3 days out (I guess only one person in he salon does shellac manicures); 4. I had to walk around all weekend and a work day with chipped nails that in the end still didn't get fixed. Not one apology from the manager for the inconvenience of having to come back. I just wouldn't expect this type of customer service from a full service salon. I would think they would take a little more pride in their work but maybe not since the managers nail polish was chipped. It may just be their standard Subpar!,13,1,201210,2012
11,2,0,1,0,4.55,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"This has been an awful experience. We walked in around 1:30 pm and we waited for our drinks for 40 minutes and had to remind the waiter three times. Half of our table received their meals while the other half had to wait an extra 20 minutes. There were two tables here and a few at the bar, not busy at all. The table behind us walked out due to the awful service, and I'm currently wondering why I didn't. never going back",407,1,201703,2017
89,71,20,35,4,4.6,0,0,0,0,0,2,0,5,5,0,2,5,0,0,0,"It was a cold and chilly day today in March. High 30s, low 40s. This guy not smart enough to have adapted to Northeast weather totally was underdressed. Signed up for the Chinatown walking food tour last minute and headed to the AIA center across from the Philadelphia Convention Center. There waited Jen in orange. I've posted a photo of what to look for, at least for winter months. :) Our group was only 4 people today as the bigger group of 5 cancelled last minute. No problems here! This made the tour a lot more more intimate! Jen was extremely knowledgeable on the culture and reason Philly Chinatown came to be and in between her educational sessions we stopped at numerous places for food. We got egg tarts at a pastry shop, fish ball in a curry sauce, spam masubi, Cambodian sausage, boba tea along on stops and the final stop ended with a family style meal with our group members of soup dumplings, mapo tofu, snow pea leaves and fried tofu. Along the way she also pointed out other good places to eat and since I'm a pretty new transplant, I'll definitely be following up on her recommendations. They also have other tours available and definitely thinking about hitting up the Italian food tour once the weather gets warmer! Amazing, 5 Star experience.",33,3,201501,2015
256,441,134,188,17,3.86,19,9,3,0,1,6,8,33,33,12,0,5,0,1,1,"I count watermark as my favorite restaurant of all time. I have only been once, due to budgetary constraints, but I would support the value of the menu price any day. It is completely worth it. The staff is completely attentive, making sure your water glass never empties, your silverware is never out of place, that every need you may have is tended to. Our server had the unique gift of describing the Chef's menu for non-classically trained goodies in a non-patronizing manner. He knew the menu, had tasted everything on it and was a true career professional in the service business. The food was amazing. I was suspicious of the grit soufflé but found it to be delightful. My filet mignon in molasses reduction was cooked perfectly and the sauce complemented the meat perfectly. In all I can't wait to go back. Maybe for this year's anniversary.",190,6,200908,2009
81,63,14,11,1,3.83,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,"I've used this CVS since I moved to the area 9 years ago. It's central location makes it easy to access off of Tampa  Rd. 
They are very clean and well organized. Always well stocked shelves with an area for seasonal shopping too. 
The pharmacy is located in the back of the store beside the Minute Clinic. 
Prices for the store and the pharmacy are comparable to other ones, but the staff (up front) are very friendly and helpful here so it sets it apart for me.
The clinic is accessible and easy to make an appt. most insurances cover his as well. If you're not sure if yours does, just ask they will know. 
The only thing I would say that is not 100% great is the pharmacy staff. Although that seems to slowly be improving.",29,2,201504,2015
33,85,8,40,6,4.24,1,1,0,0,0,2,2,6,6,5,2,5,0,0,2,"I had been wanting to go here since it opened and I finally made it! Thankfully, yelp has the new handy reservation feature and I was able to make a reservation from the app just 30 min from when I looked. That gave me enough time to jump in the car and make it for my reservation! So simple and super useful on a Saturday night!

First off, the modern decor inside the historical building makes for lots of easy conversation. There are some really cool, old city planning maps and trendy butcher block table tops. I loved everything about it! 

I also loved that when I sat down, some very delicious cornbread fritters were delivered. They are so tasty and have the perfect amount of jalapeño kick balanced with a bourbon honey sauce. 

The cocktail menu is definitely worth making a couple visits for. I got an Albee's Knees and it was the bees knees! I'm not usually a fan of gin, but this cocktail was delicious!

We ordered an Artichoke, Cheese and Kale dip appetizer. It was heavenly! I would go back exclusively for the dip! It was served with fresh pita and was a great appetizer. 

I couldn't decide what to order for dinner, but landed on the shrimp tacos and was happy with my decision! The corn tortillas were very crispy, almost tostada like and the spicy slaw and cojita was perfect! I would definitely order them again.

I was too full to try any dessert, so I'm going to have to come back! The Mac and cheese bites are also calling to me, so it won't be long!",111,1,201306,2013
1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"RUDE RUDE RUDE, couldn't be bothered by myself or my friend and the small basic tattoo we wanted. Over priced the tattoo and and had the worst attitude ever. Big disappointment and let down for us. Dustin should get his head out of the clouds and come back down to earth with his holier than thou attitude",37,1,201804,2018
177,339,38,73,9,4.1,4,1,1,0,0,0,11,8,8,8,4,5,0,0,0,Fast and friendly service. Great breakfast burritos. Clean place. The tortillas were fresh. The salsa was good to average. Nice place with an open kitchen and small eating area. Located in the corner of the strip mall.,26,6,201409,2014
12,6,2,4,0,4.33,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,"Wonderful atmosphere, friendly staff, and a delicious menu make The Love a top Center City pick. 
The warm and slightly salty Parker House rolls, delicious pasta second course as a savory starter, followed by the entrees. Tasty. If you are a fan of grits and collard greens, don't miss 'em. They are excellent. Dessert was green tea sorbet that was light and a happy ending to the meal.",3,1,200908,2009
37,3,3,3,0,3.95,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"This place was very nice and intimate, a great place for a date or a mid afternoon desert for two.  It was definitely a little pricey, but in the end the food and service was worth it.",9,1,201006,2010
79,70,12,24,6,4.13,0,0,2,0,0,1,1,0,0,0,0,5,0,0,0,"Great stop for a quick lunch! Found this place just by driving by and pulled in to check it out. Small place, friendly staff & quick service. 

They had a ton of sandwich choices but I opted for the turkey & cheese one. The sandwiches were HUGE but delicious and reasonably priced for the size. Recommend for a quick & filling meal.",98,1,201306,2013
4994,35077,17596,27719,751,3.78,2093,155,110,41,12,1676,3473,3106,3106,1169,1258,3,4,2,2,"The Gaylord Opryland Resort & Convention Center is one of Marriott hotels.  There are several on-site restaurants, spa treatments, and fitness activities available for hotel guests.  I particularly enjoyed the atrium view, as you can some of the suite's balconies, and an expansive enclosed area with a tropical weather, allowing palm trees and other topical plants to flourish.  There are water fountains and a stream, weaving throughout the atrium area.  Great place to soak in the views.  There are also rooms available to rent and to utilize for conferences and/or meetings.  Starbucks coffee dispensers are also upstairs where you use your card to get a cup of joe.  Parking is limited and can be very price if you're park on-site; however, you can park in the mall area and just walk across!

+atrium view",1842,10,201208,2012
433,1250,396,603,48,3.68,13,3,0,2,0,23,40,24,24,13,18,3,2,0,1,"Used Groupon for a better deal.

I was excited to try out this place because I've never ate down on a wharf before and I was in Santa Barbara doing SB Buggy so I thought this place would be perfect for dinner. 

---Parking ----
can be found on the streets or public parking building or park on the wharf.

---Seating---
Wait time depending of if you want FA (first available), O (outside), I (inside) seating. 

I prefer the outside seating because there are more space to put your dishes and you get the view of the ocean. So why not. 

I thought this place would bigger than I thought, there are bar seating inside, and table seating outside. 

---Restroom----
1 only

----Food----
Dungeness crab- 2-2.5 lbs for $23.95/lb. It came with a whole crab and butter dipping sauce. It was fresh and tender. Really good!! Recommend!!

Crab Cakes--$13.95. It was good but nothing really special about it. The tartar sauce was really good with it.

Calamari Pasta-$14.95. The calamari was fresh and tender and flavorful along with the pasta. 

New England Style Clam Chowder- $7.95 for a Bowl of Soup. It was ehh. I thought it would be tastier since a lot of people rave about it. I would skip this.

---Service---
very tentative and friendly",655,7,201201,2012
52,63,18,19,4,3.9,1,2,2,0,0,1,15,6,6,1,0,4,0,0,0,"The food is good (chicken almost as good as grandma's) and if you like an upbeat atmosphere with music, this is the place for you. A bit out of the way and can be very busy at times, but the reason they're busy is that this is a quality place. If you live in Nashville, a drive to Puckett's will be worth it. Just ignore Brentwood, (no so) Cool Springs, and head on into the old part of Franklin, which is really Cool.",45,1,201203,2012
28,19,2,1,0,3.69,0,1,0,0,0,1,0,0,0,0,1,4,2,0,0,"Nice outdoor area. It's basically a dirt track for walking. One trail goes around the fenced in off-leash dog area with a few trails cutting in the middle. People are friendly and the dogs have a great time running in packs. Some spots can be a bit muddy and people don't pick up their dog's poop so you need to watch where you walk and make sure the dogs don't jump up on you (unless you don't mind getting paw smudges on your clothes). Otherwise, it's a fantastic place for you and your dog(s) to get exercise and spend time outdoors. I imagine I will visit this park many times in the future.

I was told there are lots of trails outside of the off-leash area and a swimming area for dogs, but I didn't go there since it's too cold right now.",4,1,201112,2011
39,72,22,5,4,2.41,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,This place is the worst! Cold fries I'm pretty sure we're cooked yesterday. Smushed flat as a pancake grilled cheese. Didn't give me a pickle. Took like 20 minutes to drive through and there was ONE car ordering when I pulled up.,122,1,200911,2009
101,21,6,7,1,4.14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Prices seemed competitive. The selection was very limited. The store it self was just a room with a couple of Cases of the floor and a not so cold cooler.,43,1,201708,2017
29,9,1,4,0,3.88,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,"Iced Irish cream coffee was exactly what I needed. Free wifi, chilled place. Outdoor seating. Not freezing cold like other cafes around.",12,1,201102,2011
208,654,125,246,18,3.79,26,1,0,1,0,8,24,28,28,24,4,3,3,1,0,"I love this story, I just don't like the prices! This is a very high end store with a lot of very beautiful dresses in particular, as well as shirts, skirts and some pants. They don't really have a lot for jeans, but the SHOES! Oh my goodness the shoes. They make me squeal with glee every time I come in here, and then mope in despair when I usually can't afford any. 

This is a great store if you are looking for a very special item, hopefully that you will wear much more than once, but personally I would be afraid of wrecking anything I spent over 350$ on. The staff are usually very friendly, but their change rooms are limited so if it's busy be prepared to wait.",189,2,200909,2009
4274,16950,5203,9759,558,3.69,357,59,42,15,35,262,498,394,394,191,36,5,3,2,2,"Fresh local produce - and a summer must for corn and 'maters.
They even accept credit cards - a big plus these days.

Love it!",3708,15,200805,2008
468,688,139,173,20,3.46,14,3,2,0,1,25,29,28,28,19,11,3,3,0,0,"Located on the west side of Starr Pass Blvd, Kettle Restaurant has managed to stay open for many years. Their welcoming atmosphere features dozens of clocks with times from various cities all over the world. 

I would like to commend the exceptional service here. A lady server who has worked there for years was nice and attentive. The owner was extremely friendly and welcoming. He came by the table to have a conversation; a sign that he cares about his customers. He brought out extra food not even on the food from his native country of Jordan. If he converted his restaurant to Jordanian food, it could easily be one of the best in town.

Going off the last sentence above, I will say avoid the buffet. The soups and the hot food were cold, while the cold food wasn't cold enough. The Middle Eastern food he brought out saved the meal. They do have a regular American food menu so you are better off ordering from that. 

Here's to hoping that this restaurant soon becomes a restaurant specializing in Jordanian food. That would easily get this place more stars!",57,2,201205,2012
689,2757,1007,1380,65,4.04,90,12,9,5,11,67,184,136,136,109,30,4,0,0,0,"Although I've never been to New York and am therefore ignorant about what makes an ""authentic"" New York pizza, my husband assures me that this is as close as it gets in Reno.  Even the owner is authentic New York, and his grumpy attitude adds to the atmosphere.  I'm not crazy about a thin crust, but Husband has won me over with the White Pizza, which is just an oozy, cheesy mess of garlic-y goodness.  Overall, this restaurant lives up to its name, so check it out if you feel like a little slice of New York!",532,9,200712,2007
14,27,29,9,2,2.67,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,"Pros:

-Superb cheeseburger - thick, evenly cooked, (almost) medium rare, nice sauce, soft bun
-Tasty (complimentary) zucchini bread
-Good service
-Good G+T selection
-Cool ambience
-Downstairs from my apartment

Cons:

-Expensive
-Per wife, the waitress ""seemed disappointed"" that we only ordered cheeseburgers (this was not verified, status as a ""con"" is under review)

Looking forward to going back.",99,1,201007,2010
257,1204,518,792,46,4.01,82,17,3,16,19,52,52,128,128,34,9,5,8,3,4,"Thanks to my experience here I'll look for Drury Inns wherever I travel now- but of course one of the ways they keep prices down is by having their locations outside of the major metrapoles in many states (or the obvious ones anyway).

I knew I was going to like this place when, upon check-in, they told me that they'd noticed my preference for a room away from the elevator, and since they had it free they upgraded me to a suite with a jumbo jacuzzi. Wow! 

The next clincher was the delicious breakfast- standard hotel breakfast in some ways, but free! The biscuits were amazing. Biscuits plus good scrambled eggs plus salsa and Tabasco sauce plus orange juice = yum! When I got tired of that I tried the fresh french toast, muffins, or yogurt. Jim relished the Belgian waffles. 

Another perk was coffee available in the lobby at all hours, or free soda of many kinds.

And then there was the 5:30pm free munchies and cocktails!
And did I mention the free no-catch wireless? And the free parking in New Orleans? 

This was a quick walk to Canal St for my conferences, or right next to the trolley stop. 
Although I had trouble sleeping, the bed was no more or less comfortable than any other decent hotel's.
Really, I couldn't beat the price for the quality in New Orleans, and was much, much less happy the time I stayed at the Marriott on Canal whose only selling point was a Starbucks in the lobby.",156,4,200707,2007
783,2351,894,1184,79,3.59,65,21,6,1,0,46,53,149,149,62,46,4,1,0,0,"4/5 gem

I love this place. Whenever I'm here, I feel like I'm wrapped up in the heart of New Orleans. It's a quintessential neighborhood bar. I couldn't resist springing for their little blue cup (which looks like ""Cal"" go bears!!) - I love seeing it around the house. The do enforce the noise levels, so keep it all inside. Overall super friendly and one if the favorites.",737,11,201006,2010
61,125,41,17,0,3.06,0,0,0,0,0,2,0,2,2,0,0,5,1,0,0,Came with the family based on a recommendation and was not disappointed.  I consider myself to be a bit of a Pizza connoisseur and this was right up there.  The staff was friendly and the food came out quick.  Solid experience across the board.  I would come back and recommend it to others.,162,1,201305,2013
90,1173,171,185,7,3.71,24,5,1,1,4,12,20,11,11,7,2,4,2,0,1,"The quickest way to my heart is Jackson's on a Tuesday night. Ordering 2-for-1 bottles of Dos Perros makes me smile.

Getting a table at Jackson's is hit or miss. Being first come/first serve, it depends a lot on the day and time you go. If I'm with one or two people, I usually just grab a seat at the bar (you can order food there, too). Besides, you'll probably get your order faster that way.

My one beef with Jackson's is that the waitstaff (on the off-chance you're not at the bar) tends to go MIA at any given moment. This is not the type of place you want to take too long in making up your mind. Or to frequent if you're in any type of hurry.

On the other hand, the relaxed atmosphere is what I love about it.

That and the interesting people you'll meet there.

Try the Buffalo Chicken Feathers in bleu cheese dressing. And the spinach/feta omelet for brunch! The meatloaf is really good, too.

Also, check their Facebook and Twitter accounts; they post internet specials all the time!",123,2,201102,2011
68,80,30,34,4,4.21,1,1,0,0,0,2,3,4,4,2,0,4,0,0,0,"Came here to get ciabatta rolls which were okay, but not what I was expecting. I usually think of ciabatta bread as having a chewy, dense crust, but the rolls were really soft and fluffy. They were tasty and fresh, but just not the textures that I was expecting. What really surprised me, though, was the focaccia slices that they sell. I ordered spicy tomato bread and the parmesan garlic. Both flavors blew me away! The crust itself was chewy and crispy on the outside. The spicy tomato sauce was really good with a slight kick to it, but nothing too spicy. The parmesan garlic was really satisfying with good umami flavors. There were several other flavors to choose from, and I regret only stopping at two. I was going to pop them into my toaster oven to warm them up, but I ended up eating them cold. Definitely worth a try for the focaccia bread, at the very least. I'm excited to try their other loaves, as well.",13,1,201111,2011
128,176,55,54,4,3.55,9,7,2,0,0,3,8,9,9,11,0,3,4,0,0,"Let's be serious.  This is Nashville--there ain't no good Chinese food to be found in this town, particularly for this former New Yorker who practically lived off the stuff until moving to town in June.

That being said, China Spring is probably the best Chinese food I've found in Nashville so far.  The food is always hot and fresh, the portions are generous, and the prices are more than fair.  I usually order steamed chicken and vegetables with brown sauce and brown rice, which is consistently good (though not difficult to mess up).  My boyfriend likes the chicken mai fun and the wonton soup.  I love that they're close to where we live and open late into the evenings for a quick stop after an evening meeting.  Until we find something better, which probably won't be for a long while, I'll continue to head to China Spring when looking for decent Chinese food.",37,3,201105,2011
24,11,1,2,1,3.52,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,"It's an IHOP, so I shouldn't have expected much, but this was lower than mediocre. I ordered the Tilapia which came with soup or salad. The soup was clam chowder. To their benefit, it came quickly, but whatever came was not clam chowder. It was some oily liquid with some chunks of potato. I sent it back and got the salad with vinaigrette on the side. The salad comes out, and it is basically lettuce with some tomato diced to the point you needed a spoon to eat it (think pick de gallo). And it came with a side of ranch. So I sent the ranch back and asked for my side of vinaigrette. He brought out bottles of separate oil and vinegar. Ok, we are getting there, but how am I supposed to use this without dousing my salad in it? There's no bowl or anything. I give up.  I try to muscle through and just ate the salad plain. The tilapia was nothing to write home about. I asked for lemon and hot sauce. That made it palatable. I should have just stayed home and cooked myself. It would have been faster, cheaper, and less taxing on my nerves.",103,1,201111,2011
28,39,10,7,0,3.32,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,"This is probably the best burger place I have ever been to! The are always quick, courteous and make the food fresh and delicious. The burgers come out perfect and never soggy. The fries are delicious.",16,1,201212,2012
265,350,86,115,15,4.1,2,2,1,0,1,8,17,6,6,4,2,5,2,1,0,"Went to a catered event. Everything was good. Atmosphere was as good as it gets in the Quarter.

Service was phenomenal. Everything seemed to come out at the same time and perfect temp, which is not a small feat for a 200 person dinner.

Next time I am in town, this is where we'll go for high end dinner.",188,3,200701,2007
6,2,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"Visiting New Orleans again after several years, and wanted to visit the Bywater section of the city again. I was glad that I found this fine place again. It was taco night so had a great time with a few friends, and the owners were there. They were very friendly and nice. Good to be away of the craziness of downtown.",42,1,201610,2016
12,15,1,1,0,3.38,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"We've lived in the neighborhood for the last three years and always passed by Bourbon and Branch on our way to Green Eggs Cafe. We decided to avoid the long lines/heat this morning and give it a try.

We arrived right after opening and had our pick of tables. We grabbed a booth by the front and had a nice conversation with the hostess (friendly and welcoming). The menu had a reasonable variety of southern inspired options--we ordered chicken and biscuits, Bubba's Benedict (came with a side of pimento cheese grits), and coffee.

Our server, Marissa, was quick, attentive, and friendly, and the wait time for food was just long enough for us reminisce about our trip to New Orleans. The music and interior definitely reminded us of our time in Louisiana (the thrift store mugs and plates were all mismatched, but gave the restaurant a home-y vibe).

The food was fantastic. The biscuits were flaky and moist, the chicken was well fried and tender. The pimento cheese grits were smooth, flavorful, and unique. The food wasn't greasy or too filling--we left feeling satisfied.

If you're having brunch in the area, we highly recommend skipping some of the other local options with long-lines to try Bourbon and Branch. This might be our new favorite brunch spot, and we'll certainly be back again soon to try dinner and drinks.",9,1,201112,2011
3,2,2,2,0,3.67,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,"I have to say my wife and I went there last week to register for our baby and it was so overwhelming! We did not know the first thing to do, we were borderline going to have a nervous breakdown. Then this women who works there Victoria who has 5 children of her own rescued us! She took us down every isle and explained and recommended. I'm telling you by the end we wanted to give her a huge hug. There are not many people who go above and beyond but she did it with a smile. I own my own business and I can appreciate true customer service. I am sure once you get exposed to someone who has treated you that way every thing else will be a disappointment.  Victoria thank you so much for being genuine, kind and so helpful. I hope they read this and give her some props!",17,1,201007,2010
282,713,368,328,32,3.95,29,4,1,2,0,22,44,43,43,33,5,5,1,0,0,"I can't explain how much I love Chipotle. Close to ""I want you. I want all of you, for ever, you and me, every day."" When a 'rito craving strikes, this is the place to go. Qdob-what? Don't even talk to me about that. The staff at this location is always super sweet. The menu is simple, and all of the food is sustainably sourced per company policy. 

I wish Indianapolis had more centralized Chipotle locations, and hopefully that is on the agenda to make this city a better place by next year.",845,5,201105,2011
29,67,34,42,1,4.13,4,1,0,0,0,2,2,9,9,4,0,4,1,0,0,"The beer is fantastic.  Normally at a brewery there will be one or two standouts, with all the others just... meh... Try the flight.  For eight bucks or so you wont regret it, and every single one is special. The food and atmosphere is standard brew pub style, but fine. My buddies loved the fish and chips.  Service is excellent.",22,1,201211,2012
7,0,0,0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,"I've had multiple dishes from Roberts, Steak sandwich, grouper pasta, the salad is amazing.. to say the least if you're looking for yummy home cooked meals this is the place to go. Very friendly staff!",156,1,201710,2017
22,22,11,19,1,4.64,0,1,0,0,0,1,6,0,0,0,0,4,1,0,1,Great location. Totally laid back atmosphere. Owner works the counter and the kitchen and is really friendly. This is a great spot to start or finish when hitting Broad Ripple. This is authentic as it gets without going to Havana.,27,1,201201,2012
14,44,5,5,1,4.36,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,"Three Muses is a great place to go for a laid back, if pricey (about $25 per person with drinks, an entree and dessert included) night on the town. Great live music and amazing food (we had the ravioli and a duck confit rigatoni) come together in this lively spot. Presentation is good although service was a bit slow; considering how popular they are, this is to be expected. Their ice cream was delicious and the drinks were good. I'd gladly go back, even if it puts a bit of a dent in my wallet!

This place is definitely popular, so come early or be prepared to wait a bit for a seat!",75,1,201103,2011
279,261,55,76,6,3.99,8,1,0,1,0,7,7,10,10,2,0,4,0,1,0,"Cafe Verdi is our go-to whenever my sister, Mom and I want to meet somewhere relatively inexpensive and always delicious for dinner. Located in Trolley Square, across from Catherine Rooney's bar and the Logan House, Cafe Verdi offers you the option to sit down and eat or just pop in for a slice of pizza or calzone. They moved a few suites down, which threw me off a bit last night. The ambience is different inside - less pizza in a strip mall and more, ""Hey! I get it....this is supposed to look like an Italian grotto."" The food is always amazing. I never stray from my chicken alla griglia - two huge breasts of chicken with steamed broccoli and spinach. Last night, we had the polenta and eggplant stack (cold eggplant with mozzarella and roasted peppers) appetizers. For three discerning Italian palates, we were very happy. I had a pizelle for dessert, which my Mom had in her purse from a trip to see her Italian first cousin this weekend. No, I am not joking.",47,5,201002,2010
321,320,90,142,20,4.14,4,1,2,0,0,5,7,9,9,5,4,5,0,0,0,"Best breakfast in Tampa if you aren't worried about healthy food!  Great home style food. Surprisingly the biscuits and gravy are not good, but the Country Boy breakfast is the bomb.",212,7,201106,2011
37,48,32,24,4,4.03,2,2,0,0,0,1,2,2,2,0,0,5,4,0,0,"Definitely one of the highlights of our trip! We went at a less popular time (9PM on a Tuesday night in January), which meant no waiting in line. We showed up about 30 minutes early and the lady outside said we should come back right before show time.
25 minutes later, there were only two couples ahead of us.

As others have mentioned, the room is small, but there was ample standing room in the back the night we went (~25 ppl in the room altogether). I was surprised at the end of the 45 minute set when the band announced they were taking a quick break and would be back to perform again. We were allowed to sit in for the 10PM set as well! Some people left, others waiting outside came in and the show went on. So it pays to check them out on a slower night!

The music was outstanding, the musicians talented and charming. They take your requests for $5. 

Quick Tip: Pop over to Pat O'Brien's beforehand to grab a drink to sip on during the show.",37,1,200801,2008
30,14,3,7,0,4.67,0,0,1,0,0,0,1,0,0,0,2,5,0,0,0,This is my go place I love everything it's quick easy to order prices are great and food is good. Steak Burrito is where it's at,40,1,201403,2014
24,18,4,6,2,4.0,0,0,0,0,0,1,1,2,2,0,1,5,0,0,0,I finally made it to 3 Carrots in Fountain Square! I had the seitan melt and some mac n cheese. They were really delicious! .The seitan was wonderful- something to aspire to! It was juicy with a very good texture! The Mac n cheese was creamy and extra tasty after the additionMmmm...,2,1,201202,2012
162,704,233,556,61,4.62,58,21,13,2,0,138,702,280,280,44,36,5,2,2,3,I have been coming here for years and it only gets better every time I come here. It's close to Nashville and all the fun that city has to offer. A great place for a vacation.,5662,1,200812,2008
51,51,9,27,1,4.02,0,1,0,0,0,0,0,3,3,0,1,2,1,2,0,"I think the fairy of stereotypical femininity threw up in here! The space is all pink, and white, and sparkly with big chotki, little chotki, all way too much for that little space. 
Husband and I stopped in to get some cake to go. I had been told it was really good. . . Yeah, not so much. It is good and they have several cakes and other parties to pick from. They all look delicious. But not for that price!! Maybe if there weren't 25 people working, the price of a piece of cake could be brought down from $13.
It was fresh and good. I'm telling myself at least I gave money to a small business owner to deal with the sticker shock. There are no prices listed by the sweets and I did not ask so I said nothing when I was paying. Husband said there was a small book by the cash register that showed prices. I still think prices should be more visible.",28,1,201312,2013
141,492,134,247,11,3.72,29,4,2,3,0,14,10,22,22,12,1,3,2,1,1,"Shiny new stadium, ooh ahh.  I think the initial excitement has worn off and after last night's game - disgusting women's restrooms and waiting in line for a HALF HOUR for food - I'm a little bit over it.  Seats were expensive and we couldn't see the entire right field.  For an old American past-time, I think you should be able to go to the ball-park and not spend a small fortune.",88,2,200905,2009
6,5,2,0,2,3.83,1,0,0,0,0,1,1,0,0,0,0,1,3,0,0,"The four star rating this place currently has is deceiving. Waited 50 minutes for our eggs, bacon and toast to arrive. Bacon was inedible. Rest was cold. Only reason for the one star is the decent coffee.",9,1,201312,2013
301,915,181,240,47,4.03,19,6,1,0,2,14,33,16,16,21,0,5,5,1,2,"there are some harsh reviews for this location on yelp - i don't think it is any different or any more or less expensive than any other whole foods.  the people who work at this location are nice and they validate parking in the lot for you at any register. 

people complaining about the price just do NOT know how to shop.  there are bargains hidden in the bulk bins, the 365 brand products, and frozen organic veggies and berries.

the bulk selection here is good. the snack food selection is also top notch. 

things i wouldn't buy here are vitamins (cheaper at vitamin shoppe) most produce  (cheaper at sook hee's or sue's produce) except fair trade bananas which are very competitively priced, and pre packaged or pre made microwave meals - just because i don't eat that anyway. 

pro tip:  check the whole deal either online or in the store for coupons.  often times things go on sale in the store while there is a coupon available.  for example yesterday i got a coupon in the ""whole deal"" for $1 off vegan mayo - AND the brand was also on sale 2/$6 - therefore what would have cost me $8 for two containers, cost me $5. 

also they price match trader joes now.  check out the 365 tofu for under $2 a package.",205,4,201102,2011
14,5,1,1,1,4.71,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,We got a desert Cobb with Gorgonzola dressing. The salad was enough for two and the dressing was amazing. Perfect consistency and flavor. Pizza was thin crust and yet enough toppings you could taste everything. Great flavor! Will defiantly be back,33,1,201201,2012
93,31,5,7,1,3.69,1,1,0,0,0,3,10,2,2,3,0,4,0,0,0,Really great beer!  Liked the free video games and Skeeball as well!  Tacos were delicious but they could expand the menu a bit.,11,1,201307,2013
38,37,9,16,2,3.87,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,"They're food is good for the price. Don't come here expecting anything fancy, though. The breakfast burritos are delicious. Definitely not authentic Mexican food.",208,1,201404,2014
